timestamp,X,Y,Speed,Heading,AgentCount,Density,Acc,LevelOfCrowdness,label,label2,Severity_level
0:20:41,0.3526,19.5458,0.7174,89.3799,178,1.78,0.0238,1,0,normal,0
0:20:42,0.3405,19.514,0.7097,89.3125,181,1.81,0.0076,2,0,normal,0
0:20:43,0.3397,19.6585,0.7128,89.3015,183,1.83,0.0086,2,0,normal,0
0:20:44,0.3308,19.5793,0.6872,89.3931,185,1.85,-0.0184,2,0,normal,0
0:20:45,0.3304,19.7967,0.6904,87.5327,185,1.85,0.0099,2,0,normal,0
0:20:46,0.3248,19.8179,0.6747,87.4578,189,1.89,-0.0067,2,0,normal,0
0:20:47,0.3326,19.7734,0.6741,89.0725,188,1.88,0.0091,2,0,normal,0
0:20:48,0.3462,19.9577,0.693,89.6724,189,1.89,0.024,2,0,normal,0
0:20:49,0.3266,19.9376,0.6855,89.5812,190,1.9,0.0066,2,0,normal,0
0:20:50,0.3168,20.0751,0.6747,90.1629,192,1.92,-0.0042,2,0,normal,0
0:20:51,0.3259,20.162,0.672,89.182,195,1.95,0.0073,2,0,normal,0
0:20:52,0.3282,20.113,0.6766,88.4309,199,1.99,-0.002,2,0,normal,0
0:20:53,0.3349,20.1537,0.6783,88.4123,199,1.99,0.0098,2,0,normal,0
0:20:54,0.3062,20.1411,0.665,89.9823,200,2.0,-0.0071,2,0,normal,0
0:20:55,0.3015,20.0073,0.6651,89.2153,197,1.97,0.0111,2,0,normal,0
0:20:56,0.321,19.9989,0.6772,89.1689,200,2.0,0.0159,2,0,normal,0
0:20:57,0.3205,19.9462,0.6661,88.7271,202,2.02,-0.0072,3,0,normal,0
0:20:58,0.3024,19.9945,0.6727,88.886,204,2.04,0.0068,3,0,normal,0
0:20:59,0.3037,19.894,0.6837,88.6492,203,2.03,0.0197,3,0,normal,0
0:21:00,0.2939,19.8066,0.7011,89.095,202,2.02,0.0285,3,0,normal,0
0:21:01,0.3195,19.7269,0.6998,89.3356,203,2.03,0.0053,3,0,normal,0
0:21:02,0.3364,19.8292,0.6751,89.59,202,2.02,-0.0132,3,0,normal,0
0:21:03,0.3273,19.885,0.6833,89.4525,202,2.02,0.011,3,0,normal,0
0:21:04,0.3241,19.8467,0.6871,89.5092,202,2.02,0.0099,3,0,normal,0
0:21:05,0.3152,19.864,0.6984,88.8188,203,2.03,0.0216,3,0,normal,0
0:21:06,0.3056,19.9227,0.683,88.4401,201,2.01,-0.0018,3,0,normal,0
0:21:07,0.3181,19.9913,0.6767,88.7984,203,2.03,0.004,3,0,normal,0
0:21:08,0.3163,20.0552,0.6552,88.8278,207,2.07,-0.0169,3,0,normal,0
0:21:09,0.3001,20.2879,0.6483,89.2912,205,2.05,0.0011,3,0,normal,0
0:21:10,0.302,20.4244,0.6479,89.1712,209,2.09,-0.0003,3,0,normal,0
0:21:11,0.3022,20.3044,0.633,88.4989,206,2.06,-0.0011,3,0,normal,0
0:21:12,0.2985,20.1898,0.6458,88.7803,207,2.07,0.0156,3,0,normal,0
0:21:13,0.3116,20.2696,0.6406,89.1519,206,2.06,0.0071,3,0,normal,0
0:21:14,0.3175,20.1724,0.6496,89.5462,211,2.11,0.0153,3,0,normal,0
0:21:15,0.3159,20.1998,0.6411,89.9539,207,2.07,0.0072,3,0,normal,0
0:21:16,0.2891,20.0834,0.632,89.0947,208,2.08,0.0149,3,0,normal,0
0:21:17,0.3154,20.0469,0.6621,88.5195,212,2.12,0.027,3,0,normal,0
0:21:18,0.3098,19.9562,0.6639,89.4546,209,2.09,0.0118,3,0,normal,0
0:21:19,0.3177,19.7983,0.6775,89.6093,212,2.12,0.0192,3,0,normal,0
0:21:20,0.3189,19.933,0.6824,88.5751,213,2.13,0.0101,3,0,normal,0
0:21:21,0.3091,20.0229,0.6754,88.5053,213,2.13,-0.0036,3,0,normal,0
0:21:22,0.3186,20.2028,0.6838,88.7366,215,2.15,0.0114,3,0,normal,0
0:21:23,0.3059,20.1586,0.6992,89.4585,212,2.12,0.0218,3,0,normal,0
0:21:24,0.305,20.1434,0.6766,89.7248,212,2.12,-0.0076,3,0,normal,0
0:21:25,0.2969,20.219,0.6854,89.4466,212,2.12,0.017,3,0,normal,0
0:21:26,0.2944,20.1257,0.6881,89.9892,214,2.14,0.0106,3,0,normal,0
