timestamp,X,Y,Speed,Heading,AgentCount,Density,Acc,LevelOfCrowdness,label,label2,Severity_level
0:31:00,0.2708,19.5956,0.4648,88.0873,350,3.5,0.009,3,0,normal,0
0:31:01,0.2732,19.618,0.4695,88.9686,351,3.51,0.0179,3,0,normal,0
0:31:02,0.2757,19.5729,0.4599,88.8743,350,3.5,0.0077,3,0,normal,0
0:31:03,0.2755,19.5315,0.472,90.3648,349,3.49,0.0259,3,0,normal,0
0:31:04,0.263,19.5497,0.464,90.0474,350,3.5,0.0051,3,0,normal,0
0:31:05,0.2674,19.4981,0.4654,89.6816,347,3.47,0.0183,3,0,normal,0
0:31:06,0.2671,19.5533,0.4631,89.1992,351,3.51,0.0087,3,0,normal,0
0:31:07,0.2715,19.6514,0.4512,88.6203,353,3.53,-0.0022,3,0,normal,0
0:31:08,0.2668,19.5972,0.4362,88.9895,354,3.54,-0.0037,3,0,normal,0
0:31:09,0.2661,19.5913,0.4416,88.7181,353,3.53,0.0108,3,0,normal,0
0:31:10,0.2723,19.5724,0.4506,88.2561,355,3.55,0.0204,3,0,normal,0
0:31:11,0.268,19.4633,0.436,87.8894,356,3.56,0.0013,3,0,normal,0
0:31:12,0.269,19.6034,0.4466,88.0746,358,3.58,0.0192,3,0,normal,0
0:31:13,0.2654,19.6085,0.4705,87.9488,355,3.55,0.0359,3,0,normal,0
0:31:14,0.2665,19.5804,0.4765,88.4937,351,3.51,0.0233,3,0,normal,0
0:31:15,0.2701,19.3874,0.4702,88.5476,347,3.47,0.0224,3,0,normal,0
0:31:16,0.2697,19.3709,0.4742,88.7599,347,3.47,0.0192,3,0,normal,0
0:31:17,0.2625,19.3322,0.4573,89.2342,343,3.43,0.0079,3,0,normal,0
0:31:18,0.2541,19.3968,0.4572,88.9737,346,3.46,0.016,3,0,normal,0
0:31:19,0.2562,19.3226,0.4581,88.4417,348,3.48,0.0123,3,0,normal,0
0:31:20,0.2638,19.3171,0.4595,87.7317,345,3.45,0.0215,3,0,normal,0
0:31:21,0.2657,19.4265,0.4587,88.1256,349,3.49,0.0062,3,0,normal,0
0:31:22,0.265,19.4082,0.4485,88.8028,351,3.51,0.0069,3,0,normal,0
0:31:23,0.254,19.4526,0.4531,89.2129,353,3.53,0.0163,3,0,normal,0
0:31:24,0.2647,19.5305,0.4593,89.1882,354,3.54,0.0147,3,0,normal,0
0:31:25,0.263,19.6327,0.4478,89.8556,356,3.56,-0.0023,3,0,normal,0
0:31:26,0.2527,19.5941,0.4412,88.769,357,3.57,0.0069,3,0,normal,0
0:31:27,0.2556,19.6683,0.4523,88.2122,360,3.6,0.0135,3,0,normal,0
