timestamp,X,Y,Speed,Heading,AgentCount,Density,Acc,LevelOfCrowdness,label,label2,Severity_level
0:09:00,0.323,20.4925,1.0529,88.8612,102,1.02,0.0075,1,0,normal,0
0:09:01,0.3691,20.5315,1.0678,88.2359,100,1.0,0.0129,1,0,normal,0
0:09:02,0.372,20.6538,1.0558,88.6621,103,1.03,-0.0084,1,0,normal,0
0:09:03,0.3667,20.3732,1.0519,88.2599,100,1.0,-0.0012,1,0,normal,0
0:09:04,0.376,20.2756,1.0488,88.5965,99,0.99,0.0018,1,0,normal,0
0:09:05,0.3716,20.0873,1.0347,88.7603,101,1.01,-0.0003,1,0,normal,0
0:09:06,0.375,20.3077,1.0371,88.8783,103,1.03,0.0043,1,0,normal,0
0:09:07,0.3667,20.5288,1.0378,88.6758,103,1.03,-0.0005,1,0,normal,0
0:09:08,0.3932,20.6578,1.0392,89.19,104,1.04,0.006,1,0,normal,0
0:09:09,0.3997,20.6049,1.0533,90.1265,105,1.05,0.0131,1,0,normal,0
0:09:10,0.3741,20.6522,1.0541,90.484,103,1.03,0.0058,1,0,normal,0
0:09:11,0.3142,20.4993,1.0542,90.402,103,1.03,0.0096,1,0,normal,0
0:09:12,0.2936,20.7325,1.0395,89.9459,105,1.05,-0.0075,1,0,normal,0
0:09:13,0.305,20.8683,1.0471,89.321,104,1.04,0.0056,1,0,normal,0
0:09:14,0.3011,20.8207,1.0545,88.3628,103,1.03,0.0159,1,0,normal,0
0:09:15,0.3107,20.9588,1.054,88.2448,100,1.0,0.0082,1,0,normal,0
0:09:16,0.3052,21.1899,1.0579,88.5448,98,0.98,0.0101,1,0,normal,0
0:09:17,0.3371,21.296,1.0495,89.4747,95,0.95,-0.0011,1,0,normal,0
0:09:18,0.3639,21.807,1.0316,89.9657,90,0.9,-0.0052,1,0,normal,0
0:09:19,0.3359,21.9485,1.0221,89.7516,86,0.86,0.003,1,0,normal,0
0:09:20,0.3993,21.7851,1.0365,89.1702,86,0.86,0.0255,1,0,normal,0
0:09:21,0.432,21.5044,1.0323,89.4142,85,0.85,0.01,1,0,normal,0
0:09:22,0.4392,21.6472,1.0346,88.8373,86,0.86,0.0085,1,0,normal,0
0:09:23,0.4423,21.698,1.0249,89.471,84,0.84,0.0049,1,0,normal,0
0:09:24,0.3946,21.4742,1.0059,89.0482,84,0.84,-0.0006,1,0,normal,0
0:09:25,0.4082,21.3464,1.0005,89.215,87,0.87,0.0078,1,0,normal,0
0:09:26,0.3738,21.159,1.0137,89.7632,87,0.87,0.0216,1,0,normal,0
0:09:27,0.3629,20.8577,1.0145,89.8496,86,0.86,0.0074,1,0,normal,0
0:09:28,0.394,20.6449,1.0107,89.4353,84,0.84,0.0102,1,0,normal,0
0:09:29,0.3756,19.9657,1.0129,89.5387,84,0.84,0.0145,1,0,normal,0
