timestamp,X,Y,Speed,Heading,AgentCount,Density,Acc,LevelOfCrowdness,label,label2,Severity_level
0:51:00,0.3855,21.1764,0.9544,91.067,161,1.61,0.0232,1,0,normal,0
0:51:01,0.3989,21.4417,0.9409,92.3335,159,1.59,-0.0037,1,0,normal,0
0:51:02,0.3754,21.1896,0.9292,92.7136,161,1.61,-0.0141,1,0,normal,0
0:51:03,0.3825,21.3074,0.9421,93.4308,159,1.59,0.0223,1,1,anomaly,1
0:51:04,0.3949,21.0573,0.9751,92.364,159,1.59,0.0345,1,0,normal,0
0:51:05,0.3938,21.0617,0.9575,92.8783,159,1.59,-0.0057,1,0,normal,0
0:51:06,0.4143,21.1169,0.9355,93.6552,160,1.6,-0.0137,1,1,anomaly,1
0:51:07,0.4062,21.1112,0.9162,93.6878,158,1.58,-0.0135,1,1,anomaly,1
0:51:08,0.41,21.2448,0.8921,93.674,163,1.63,-0.0376,1,1,anomaly,1
0:51:09,0.41,21.1532,0.9217,94.469,164,1.64,0.0254,1,1,anomaly,1
0:51:10,0.3977,21.1532,0.9363,94.4243,164,1.64,0.0163,1,1,anomaly,1
0:51:11,0.3985,21.2931,0.9338,94.4555,164,1.64,0.0012,1,1,anomaly,1
0:51:12,0.3911,21.242,0.9274,94.208,165,1.65,-0.0096,1,1,anomaly,1
0:51:13,0.3972,21.3619,0.9162,94.409,163,1.63,-0.0106,1,1,anomaly,1
0:51:14,0.4113,21.4037,0.927,95.0785,166,1.66,0.0033,1,1,anomaly,1
0:51:15,0.3883,21.3608,0.9368,95.4078,165,1.65,0.0031,1,1,anomaly,1
0:51:16,0.3721,21.3038,0.9314,93.0668,164,1.64,-0.0204,1,1,anomaly,1
0:51:17,0.3973,21.3521,0.9227,94.964,165,1.65,-0.0043,1,1,anomaly,1
0:51:18,0.3933,21.2814,0.8991,95.583,164,1.64,-0.0206,1,1,anomaly,1
0:51:19,0.3983,21.2405,0.8904,94.841,166,1.66,-0.0134,1,1,anomaly,1
0:51:20,0.4125,21.1567,0.8861,94.4087,165,1.65,-0.0079,1,1,anomaly,1
0:51:21,0.4173,21.3007,0.8763,95.4827,164,1.64,-0.0063,1,1,anomaly,1
0:51:22,0.4165,21.2624,0.8907,94.2877,166,1.66,0.0121,1,1,anomaly,1
0:51:23,0.3992,21.183,0.8987,93.1354,165,1.65,0.0101,1,1,anomaly,1
0:51:24,0.4071,21.2026,0.8923,93.8039,168,1.68,-0.0098,1,1,anomaly,1
0:51:25,0.4272,21.195,0.9015,92.9212,166,1.66,0.0159,1,0,normal,0
0:51:26,0.4608,21.2931,0.9022,92.2345,168,1.68,-0.0001,1,0,normal,0
0:51:27,0.4602,21.3345,0.8966,92.8445,169,1.69,-0.0119,1,0,normal,0
0:51:28,0.4531,21.3269,0.9059,93.9207,169,1.69,0.0093,1,1,anomaly,1
0:51:29,0.4237,21.1289,0.9046,93.3133,172,1.72,-0.0057,1,1,anomaly,1
0:51:30,0.4106,21.109,0.8799,92.9527,170,1.7,-0.0228,1,0,normal,0
0:51:31,0.4175,21.072,0.8735,94.739,168,1.68,0.0026,1,1,anomaly,1
0:51:32,0.4239,20.9083,0.8888,95.1664,168,1.68,0.0137,1,1,anomaly,1
0:51:33,0.3999,20.6318,0.8904,95.1716,166,1.66,0.0132,1,1,anomaly,1
0:51:34,0.3952,20.6646,0.9275,94.9341,165,1.65,0.0479,1,1,anomaly,1
0:51:35,0.415,20.5198,0.9155,94.9745,163,1.63,0.0075,1,1,anomaly,1
0:51:36,0.3995,20.4116,0.8979,95.8985,160,1.6,0.0035,1,1,anomaly,1
0:51:37,0.4084,20.399,0.8761,95.1321,161,1.61,-0.0026,1,1,anomaly,1
0:51:38,0.403,20.3109,0.8667,96.0715,159,1.59,0.0207,1,1,anomaly,1
0:51:39,0.4034,20.1558,0.8455,97.6801,160,1.6,0.0014,1,1,anomaly,1
0:51:40,0.3815,19.9238,0.8354,96.5783,160,1.6,0.0189,1,1,anomaly,1
0:51:41,0.3892,19.9817,0.8924,95.9914,162,1.62,0.0727,1,1,anomaly,1
0:51:42,0.4035,20.0767,0.9098,94.0706,164,1.64,-0.0206,1,1,anomaly,1
0:51:43,0.4222,20.1233,0.9048,94.5174,167,1.67,-0.164,1,1,anomaly,1
0:51:44,0.4434,20.3359,0.9079,95.2451,167,1.67,0.0061,1,1,anomaly,1
0:51:45,0.4637,20.2478,0.9079,96.0123,166,1.66,0.053,1,1,anomaly,1
0:51:46,0.437,20.1711,0.901,97.3779,167,1.67,0.0144,1,1,anomaly,1
0:51:47,0.4446,20.2712,0.8972,96.6614,169,1.69,0.012,1,1,anomaly,1
0:51:48,0.4484,20.5004,0.8843,99.131,171,1.71,0.0052,1,1,anomaly,1
0:51:49,0.4493,20.7095,0.8719,99.2426,173,1.73,-0.0109,1,1,anomaly,1
0:51:50,0.4205,20.8114,0.8691,99.02,173,1.73,0.0046,1,1,anomaly,1
0:51:51,0.4139,20.8518,0.864,98.07,176,1.76,0.0004,1,1,anomaly,1
0:51:52,0.3932,20.9547,0.8677,99.3013,176,1.76,0.0152,1,1,anomaly,1
0:51:53,0.4002,21.1066,0.8586,99.3543,177,1.77,-0.0011,1,1,anomaly,1
0:51:54,0.4052,20.9843,0.8606,99.2838,175,1.75,0.0204,1,1,anomaly,1
0:51:55,0.4385,21.1185,0.8709,95.2857,176,1.76,0.0127,1,1,anomaly,1
0:51:56,0.4582,21.0488,0.8546,95.9593,173,1.73,-0.003,1,1,anomaly,1
0:51:57,0.4779,21.0184,0.8698,96.8264,173,1.73,0.0202,1,1,anomaly,1
0:51:58,0.4768,20.9854,0.8535,96.2563,173,1.73,-0.0127,1,1,anomaly,1
0:51:59,0.504,21.0588,0.8433,96.2916,173,1.73,-0.0104,1,1,anomaly,1
0:52:00,0.4868,20.906,0.8531,96.9888,175,1.75,-0.0002,1,1,anomaly,1
0:52:01,0.4958,20.8755,0.8643,97.5081,175,1.75,0.0061,1,1,anomaly,1
0:52:02,0.4914,20.8359,0.8531,98.1877,173,1.73,-0.0046,1,1,anomaly,1
0:52:03,0.4849,20.8059,0.8738,94.8873,171,1.71,0.0229,1,1,anomaly,1
0:52:04,0.5052,20.9186,0.9104,95.9511,173,1.73,0.0359,1,1,anomaly,1
0:52:05,0.5262,20.9944,0.9286,96.9117,174,1.74,0.0131,1,1,anomaly,1
0:52:06,0.5442,21.0932,0.9263,97.5128,171,1.71,0.0085,1,1,anomaly,1
0:52:07,0.5703,21.1231,0.9557,96.987,173,1.73,0.0253,1,1,anomaly,1
0:52:08,0.5999,21.1719,0.9604,98.1475,173,1.73,0.0072,1,1,anomaly,1
0:52:09,0.6188,21.4068,0.9863,99.3844,172,1.72,0.0265,1,1,anomaly,1
0:52:10,0.619,21.486,0.9956,101.1941,168,1.68,0.009,1,1,anomaly,1
0:52:11,0.5741,21.299,0.9843,101.6363,164,1.64,-0.0081,1,1,anomaly,1
0:52:12,0.5492,21.3929,0.9971,100.8452,161,1.61,0.0169,1,1,anomaly,1
0:52:13,0.5175,21.1579,0.9914,100.169,159,1.59,-0.0023,1,1,anomaly,1
0:52:14,0.4856,21.2884,0.976,100.5818,157,1.57,-0.0119,1,1,anomaly,1
0:52:15,0.5024,20.9091,1.0042,99.3354,155,1.55,0.0254,1,1,anomaly,1
0:52:16,0.5128,20.846,1.0117,98.6086,152,1.52,0.0382,1,1,anomaly,1
0:52:17,0.5143,20.8202,0.9909,98.3323,148,1.48,-0.0129,1,1,anomaly,1
0:52:18,0.5247,20.7648,0.965,99.2359,148,1.48,-0.0214,1,1,anomaly,1
0:52:19,0.5145,20.672,0.957,99.4768,146,1.46,0.0009,1,1,anomaly,1
0:52:20,0.4915,20.6016,0.9901,98.9675,146,1.46,0.0416,1,1,anomaly,1
0:52:21,0.4726,20.4058,0.9894,97.912,146,1.46,0.0089,1,1,anomaly,1
0:52:22,0.4699,20.4218,1.0005,97.1637,149,1.49,0.007,1,1,anomaly,1
0:52:23,0.4573,20.5695,0.9963,98.1266,148,1.48,0.003,1,1,anomaly,1
0:52:24,0.42,20.3777,0.9627,97.8565,148,1.48,-0.0263,1,1,anomaly,1
0:52:25,0.4219,20.6333,0.9663,97.679,147,1.47,0.0103,1,1,anomaly,1
0:52:26,0.4224,20.568,0.9775,97.4881,147,1.47,0.0216,1,1,anomaly,1
0:52:27,0.4194,20.5821,0.9926,97.671,150,1.5,0.0109,1,1,anomaly,1
0:52:28,0.4149,20.4536,0.9772,98.618,147,1.47,-0.0023,1,1,anomaly,1
0:52:29,0.3852,20.3666,0.9763,98.6674,145,1.45,0.0104,1,1,anomaly,1
0:52:30,0.3858,20.4114,0.9561,97.6009,143,1.43,-0.0057,1,1,anomaly,1
0:52:31,0.3774,20.6588,0.9634,97.4385,144,1.44,0.0143,1,1,anomaly,1
0:52:32,0.3756,20.4982,0.9477,98.0893,145,1.45,-0.0128,1,1,anomaly,1
0:52:33,0.3562,20.4605,0.9628,98.625,144,1.44,0.0282,1,1,anomaly,1
0:52:34,0.3513,20.4378,0.95,98.3138,143,1.43,-0.0052,1,1,anomaly,1
0:52:35,0.3857,20.5431,0.9532,97.7598,144,1.44,0.0035,1,1,anomaly,1
0:52:36,0.3884,20.5941,0.9806,96.7332,144,1.44,0.0328,1,1,anomaly,1
0:52:37,0.3972,20.7728,0.9721,97.5257,144,1.44,0.0007,1,1,anomaly,1
0:52:38,0.4335,20.6008,0.9724,96.8746,143,1.43,0.0011,1,1,anomaly,1
0:52:39,0.4572,20.569,0.9874,97.1846,140,1.4,0.0352,1,1,anomaly,1
0:52:40,0.4549,20.3384,0.9998,98.1901,140,1.4,0.02,1,1,anomaly,1
0:52:41,0.4341,20.24,0.994,99.0476,138,1.38,0.0081,1,1,anomaly,1
0:52:42,0.4564,20.2644,0.9923,99.9515,136,1.36,0.0064,1,1,anomaly,1
0:52:43,0.4368,20.1404,1.0093,100.0332,134,1.34,0.0303,1,1,anomaly,1
0:52:44,0.4342,20.1739,1.0219,101.2364,136,1.36,0.0151,1,1,anomaly,1
0:52:45,0.4171,20.0553,1.0334,102.2267,134,1.34,0.0288,1,1,anomaly,1
0:52:46,0.4218,20.3051,1.0336,102.9431,133,1.33,0.0025,1,1,anomaly,1
0:52:47,0.3835,20.2642,1.0544,102.5293,132,1.32,0.0378,1,1,anomaly,1
0:52:48,0.3658,20.217,1.0426,101.9006,131,1.31,0.0094,1,1,anomaly,1
0:52:49,0.3712,20.3144,1.0276,102.9263,132,1.32,-0.0028,1,1,anomaly,1
0:52:50,0.3552,20.2491,1.0271,101.8928,129,1.29,0.0132,1,1,anomaly,1
0:52:51,0.3665,20.2039,1.0251,100.478,130,1.3,0.0123,1,1,anomaly,1
0:52:52,0.3504,20.3022,1.0288,101.1027,129,1.29,0.0183,1,1,anomaly,1
0:52:53,0.3301,20.1546,0.991,99.5362,129,1.29,-0.0063,1,1,anomaly,1
0:52:54,0.3496,20.0535,0.9747,100.999,130,1.3,0.0204,1,1,anomaly,1
0:52:55,0.3447,19.8667,0.9618,100.0709,130,1.3,0.0214,1,1,anomaly,1
0:52:56,0.3334,19.7907,0.9514,99.4699,126,1.26,0.0118,1,1,anomaly,1
0:52:57,0.3242,19.8709,0.9612,101.0301,126,1.26,0.0372,1,1,anomaly,1
0:52:58,0.3377,19.6535,0.972,100.3643,126,1.26,0.0414,1,1,anomaly,1
0:52:59,0.3235,19.5955,0.9634,99.064,126,1.26,0.0189,1,1,anomaly,1
0:53:00,0.322,19.513,0.9706,100.2899,124,1.24,0.0339,1,1,anomaly,1
0:53:01,0.2941,19.5317,0.9652,103.0717,125,1.25,0.0118,1,1,anomaly,1
0:53:02,0.29,19.3689,1.0028,101.996,122,1.22,0.0378,1,1,anomaly,1
0:53:03,0.2917,19.1142,1.0314,102.7203,125,1.25,0.0316,1,1,anomaly,1
0:53:04,0.2776,19.0846,1.0326,101.6942,125,1.25,0.0168,1,1,anomaly,1
0:53:05,0.2481,19.0727,1.0197,100.6565,125,1.25,0.0071,1,1,anomaly,1
0:53:06,0.2773,19.115,1.0294,97.5365,127,1.27,0.0139,1,1,anomaly,1
0:53:07,0.2872,19.5331,1.0334,97.0987,128,1.28,0.011,1,1,anomaly,1
0:53:08,0.2957,19.406,1.0232,97.6458,128,1.28,0.0034,1,1,anomaly,1
0:53:09,0.32,19.6058,1.0388,95.6298,130,1.3,0.0153,1,1,anomaly,1
0:53:10,0.3195,19.6923,1.0286,95.5817,127,1.27,0.0012,1,1,anomaly,1
0:53:11,0.3341,19.961,1.0383,95.6508,128,1.28,0.018,1,1,anomaly,1
0:53:12,0.2914,20.1113,1.05,97.5332,131,1.31,0.0256,1,1,anomaly,1
0:53:13,0.3088,20.484,1.0427,95.8582,131,1.31,-0.003,1,1,anomaly,1
0:53:14,0.2938,20.604,0.9874,94.0542,134,1.34,-0.0429,1,1,anomaly,1
0:53:15,0.3384,20.8377,0.9561,93.6716,137,1.37,-0.0226,1,1,anomaly,1
0:53:16,0.3503,20.8687,0.9779,94.9008,137,1.37,0.0153,1,1,anomaly,1
