Speed,Heading,AgentCount,Acc,Label
1.0025,88.3379,56,0.0085,0
1.0025,89.3349,98,0.0089,0
1.0025,89.8094,164,0.011,0
1.0025,89.4731,145,0.0218,0
1.0024,90.2593,78,-0.02,0
1.0024,89.6596,126,-0.006,0
1.0024,90.3108,140,0.0046,0
1.0024,90.0001,125,0.0053,0
1.0024,88.5156,140,0.0075,0
1.0024,90.063,154,0.0178,0
1.0024,89.0844,102,0.023,0
1.0023,89.0745,99,-0.0031,0
1.0023,89.4689,138,-0.0011,0
1.0023,89.7213,141,0.0003,0
1.0023,89.4212,149,0.0007,0
1.0023,89.0757,124,0.0047,0
1.0023,88.9758,145,0.0113,0
1.0023,90.5532,113,0.014,0
1.0023,89.4007,167,0.0183,0
1.0022,88.9399,169,-0.0124,0
1.0022,89.1335,140,-0.0112,0
1.0022,88.5129,57,-0.0092,0
1.0022,89.6393,61,-0.0086,0
1.0022,89.2799,150,-0.0004,0
1.0022,89.2162,155,0.0007,0
1.0022,88.0727,143,0.0021,0
1.0022,89.5319,47,0.0068,0
1.0022,89.4642,155,0.0081,0
1.0022,88.6391,116,0.0134,0
1.0021,89.1917,147,-0.0026,0
1.0021,89.1547,152,-0.0021,0
1.0021,89.4755,105,-0.0006,0
1.0021,88.5828,166,0.008,0
1.002,89.7399,147,-0.0093,0
1.002,90.6147,170,-0.0016,0
1.002,89.884,141,0.0004,0
1.002,89.7422,122,0.0043,0
1.002,88.3842,81,0.0043,0
1.002,89.6758,124,0.0057,0
1.002,88.697,141,0.0067,0
1.002,88.6675,102,0.0088,0
1.002,88.9212,148,0.0104,0
1.002,88.3884,65,0.0114,0
1.002,89.358,159,0.0137,0
1.002,89.4755,152,0.0172,0
1.002,89.0585,140,0.0189,0
1.0019,88.6817,145,-0.0108,0
1.0019,89.5355,95,-0.0108,0
1.0019,92.5151,108,-0.0063,0
1.0019,89.2613,158,-0.0053,0
1.0019,90.5246,145,-0.0014,0
1.0019,89.2285,151,0.0002,0
1.0019,89.6056,131,0.0023,0
1.0019,88.9927,160,0.0061,0
1.0019,89.2623,148,0.0061,0
1.0019,89.2398,113,0.0105,0
1.0019,89.5459,153,0.0131,0
1.0018,88.3295,81,-0.0158,0
1.0018,88.808,140,-0.0041,0
1.0018,89.9967,156,-0.0001,0
1.0018,89.1175,163,0.0004,0
1.0018,87.7015,59,0.0022,0
1.0018,89.6857,94,0.003,0
1.0018,89.8413,135,0.005,0
1.0018,89.0606,165,0.0118,0
1.0018,88.5011,158,0.0175,0
1.0017,89.0145,153,-0.0333,0
1.0017,88.149,102,-0.01,0
1.0017,89.5301,141,0.0014,0
1.0017,89.2608,156,0.0033,0
1.0017,89.1881,104,0.0087,0
1.0017,89.6822,96,0.0101,0
1.0017,90.3451,106,0.0307,0
1.0016,89.3188,141,-0.015,0
1.0016,88.9643,108,-0.0085,0
1.0016,88.9196,129,-0.0071,0
1.0016,88.9468,160,-0.0023,0
1.0016,88.8791,141,0.0002,0
1.0016,89.0511,135,0.002,0
1.0016,88.6891,124,0.0066,0
1.0016,90.2024,151,0.0077,0
1.0016,89.4108,84,0.0083,0
1.0016,89.501,101,0.0131,0
1.0016,89.7754,156,0.017,0
1.0016,90.046,192,0.0198,0
1.0015,88.8191,153,-0.1518,0
1.0015,89.1656,102,-0.0087,0
1.0015,89.7937,149,0.0046,0
1.0015,90.6516,141,0.009,0
1.0015,88.5755,47,0.0161,0
1.0014,101.7523,115,0.0103,1
1.0014,89.4428,76,-0.0045,0
1.0014,88.7883,153,0.0002,0
1.0014,90.3661,152,0.0023,0
1.0014,89.5126,183,0.0076,0
1.0014,88.7186,143,0.0087,0
1.0014,89.833,139,0.0133,0
1.0013,88.7783,144,-0.019,0
1.0013,88.9994,124,-0.0069,0
1.0013,88.9137,162,0.001,0
1.0013,89.9857,143,0.0021,0
1.0013,89.5029,93,0.0093,0
1.0013,89.9141,105,0.01,0
1.0013,90.1965,101,0.0169,0
1.0012,88.9975,133,-0.0059,0
1.0012,89.0811,160,-0.0001,0
1.0012,88.8578,147,0,0
1.0012,88.9994,134,0.006,0
1.0012,89.422,121,0.0065,0
1.0012,88.2377,135,0.0085,0
1.0012,88.1688,147,0.0097,0
1.0012,88.8622,114,0.0113,0
1.0012,88.5675,148,0.0179,0
1.0012,92.4079,149,0.0827,0
1.0011,96.3882,110,0.004,1
1.0011,89.4777,131,-0.0113,0
1.0011,89.5083,138,-0.0095,0
1.0011,89.0559,146,-0.0061,0
1.0011,88.4926,154,-0.0011,0
1.0011,89.3496,136,0.0008,0
1.0011,89.7514,106,0.0061,0
1.0011,89.7911,144,0.0063,0
1.0011,89.6498,116,0.0071,0
1.0011,89.0545,148,0.0076,0
1.0011,88.9309,139,0.0091,0
1.0011,90.282,167,0.0127,0
1.001,98.1125,100,-0.1682,1
1.001,90.1984,128,-0.018,0
1.001,88.8654,99,-0.0133,0
1.001,89.7302,134,-0.0086,0
1.001,90.258,144,-0.0049,0
1.001,89.7541,91,0.0001,0
1.001,88.4557,124,0.0004,0
1.001,89.1704,153,0.0006,0
1.001,89.5304,119,0.0066,0
1.001,89.3923,127,0.0068,0
1.001,89.0095,145,0.008,0
1.001,89.6261,160,0.0109,0
1.001,88.6299,137,0.0138,0
1.001,88.6004,88,0.0142,0
1.001,90.7284,138,0.0158,0
1.001,89.0702,160,0.017,0
1.0009,88.3914,130,-0.0094,0
1.0009,88.4944,159,-0.0041,0
1.0009,90.1536,126,-0.0016,0
1.0009,90.1395,134,-0.0012,0
1.0009,89.4971,131,-0.0006,0
1.0009,89.7686,91,-0.0004,0
1.0009,88.7264,145,0.0009,0
1.0009,89.934,150,0.0046,0
1.0009,89.8763,132,0.0046,0
1.0009,88.4956,82,0.0063,0
1.0009,89.6956,86,0.0074,0
1.0009,89.5256,171,0.01,0
1.0009,89.3639,176,0.0139,0
1.0008,88.9599,104,-0.0047,0
1.0008,88.9558,167,0.0018,0
1.0008,89.1022,130,0.0028,0
1.0008,89.7969,129,0.0054,0
1.0008,90.0401,84,0.0079,0
1.0008,88.4686,134,0.0083,0
1.0008,90.2064,191,0.0137,0
1.0007,90.0127,144,-0.0017,0
1.0007,88.4682,77,0.0023,0
1.0007,89.5181,147,0.0029,0
1.0007,88.9706,130,0.0065,0
1.0007,89.6376,139,0.0084,0
1.0007,89.0438,155,0.0103,0
1.0007,89.8275,146,0.0113,0
1.0006,88.5398,150,-0.0077,0
1.0006,88.5284,145,-0.0068,0
1.0006,89.0239,121,-0.0019,0
1.0006,88.4737,135,-0.0017,0
1.0006,88.385,148,0.0091,0
1.0005,97.1637,149,0.007,1
1.0005,94.1191,93,0.0086,1
1.0005,90.0863,114,-0.0131,0
1.0005,88.8491,107,-0.0097,0
1.0005,88.3274,140,-0.0063,0
1.0005,88.6406,55,0.0047,0
1.0005,88.8493,157,0.0056,0
1.0005,89.215,87,0.0078,0
1.0005,89.3025,148,0.0132,0
1.0005,89.4966,160,0.0138,0
1.0004,88.023,132,-0.0028,0
1.0004,89.3472,134,-0.0023,0
1.0004,88.4944,53,0.0007,0
1.0004,91.1662,59,0.0059,0
1.0004,88.931,142,0.0149,0
1.0004,89.0232,147,0.0159,0
1.0003,88.7847,154,-0.0163,0
1.0003,88.6544,134,-0.0037,0
1.0003,89.2915,67,-0.0004,0
1.0003,89.3567,107,0.0061,0
1.0003,88.5068,86,0.017,0
1.0002,88.2879,139,-0.009,0
1.0002,88.8554,59,-0.0047,0
1.0002,88.7017,102,0.0018,0
1.0002,89.1407,158,0.0058,0
1.0002,89.5716,138,0.0111,0
1.0002,89.3303,88,0.0163,0
1.0002,87.1651,116,0.0249,0
1.0001,88.7992,146,-0.008,0
1.0001,88.5793,148,-0.0062,0
1.0001,87.9038,163,-0.0015,0
1.0001,89.1203,144,0.0042,0
1.0001,88.686,55,0.0052,0
1.0001,89.5007,102,0.0111,0
1.0001,89.3432,130,0.018,0
1.0001,89.0976,94,0.0206,0
1,89.452,134,-0.0132,0
1,89.5016,141,-0.0076,0
1,88.959,139,-0.0064,0
1,89.3585,158,0.0014,0
1,90.1517,117,0.0032,0
1,89.2825,108,0.0034,0
1,89.0282,160,0.0055,0
1,88.5926,59,0.0073,0
1,89.251,170,0.0118,0
1,90.2067,144,0.0126,0
1,88.9396,147,0.015,0
1,89.727,147,0.0181,0
1,89.5725,162,0.0232,0
0.9999,96.9456,119,0.0214,1
0.9999,89.7019,131,-0.0178,0
0.9999,89.6898,167,-0.0101,0
0.9999,88.8917,108,-0.0092,0
0.9999,89.0656,151,-0.0015,0
0.9999,89.501,147,-0.0002,0
0.9999,89.4435,146,0.0003,0
0.9999,89.0909,147,0.0015,0
0.9999,89.0911,155,0.0038,0
0.9999,89.216,108,0.0087,0
0.9999,89.3118,97,0.0099,0
0.9999,89.3714,159,0.0111,0
0.9999,88.4489,120,0.0117,0
0.9999,90.2974,79,0.0323,0
0.9999,89.6935,191,0.0958,0
0.9998,101.7612,99,0.0128,1
0.9998,98.1901,140,0.02,1
0.9998,88.7058,90,-0.0069,0
0.9998,89.1415,155,-0.0049,0
0.9998,89.4191,145,-0.0045,0
0.9998,88.919,127,0.0008,0
0.9998,89.5644,140,0.001,0
0.9998,88.8306,142,0.0048,0
0.9998,89.5139,84,0.009,0
0.9998,88.0983,136,0.0107,0
0.9998,88.9801,138,0.0118,0
0.9998,89.1414,140,0.0134,0
0.9997,89.5501,142,-0.0317,0
0.9997,88.1087,143,-0.0092,0
0.9997,89.0436,131,-0.003,0
0.9997,89.6555,60,-0.0004,0
0.9997,89.8467,124,0.0032,0
0.9997,89.5395,124,0.0038,0
0.9997,89.6502,144,0.0077,0
0.9997,88.9744,133,0.0124,0
0.9997,89.3262,113,0.0146,0
0.9997,90.6956,84,0.0149,0
0.9996,89.2973,117,-0.0135,0
0.9996,89.1668,171,-0.013,0
0.9996,89.2373,133,-0.0106,0
0.9996,89.6194,139,-0.0094,0
0.9996,88.3351,123,-0.0054,0
0.9996,90.6356,54,-0.0036,0
0.9996,88.104,139,-0.0018,0
0.9996,89.4549,158,0.0021,0
0.9996,89.2574,151,0.004,0
0.9996,89.1971,145,0.0041,0
0.9996,89.5778,153,0.0064,0
0.9996,89.5233,81,0.0087,0
0.9996,90.0624,154,0.0123,0
0.9996,88.896,115,0.0198,0
0.9995,97.151,92,0.0703,1
0.9995,88.8187,151,-0.0115,0
0.9995,89.0603,119,-0.0075,0
0.9995,88.0777,90,0.0009,0
0.9995,90.4056,141,0.0012,0
0.9995,88.5684,156,0.0118,0
0.9995,90.2895,155,0.0119,0
0.9995,89.6994,116,0.012,0
0.9994,89.1898,151,0.0095,0
0.9994,89.3325,160,0.0101,0
0.9994,88.2423,158,0.0183,0
0.9993,89.7673,131,-0.0068,0
0.9993,89.2306,104,-0.0014,0
0.9993,89.7838,115,-0.0007,0
0.9993,89.6888,128,0.0037,0
0.9993,89.1536,137,0.0055,0
0.9993,89.6919,135,0.0093,0
0.9993,88.5868,148,0.0096,0
0.9993,88.7534,136,0.0097,0
0.9993,88.7176,85,0.0156,0
0.9993,90.667,106,0.0205,0
0.9993,90.7097,99,0.0206,0
0.9992,89.213,101,-0.0035,0
0.9992,89.3708,148,0.0015,0
0.9992,89.9398,145,0.0022,0
0.9992,90.2904,129,0.004,0
0.9992,88.9128,158,0.0041,0
0.9992,89.5792,145,0.0071,0
0.9992,88.7782,92,0.0101,0
0.9992,88.348,125,0.0212,0
0.9991,89.2298,128,-0.0141,0
0.9991,89.3721,146,-0.0085,0
0.9991,89.7978,128,0.0124,0
0.999,88.819,126,-0.0098,0
0.999,89.9047,145,-0.0045,0
0.999,88.9936,147,-0.0043,0
0.999,88.6552,136,-0.0007,0
0.999,89.7542,151,0.003,0
0.999,89.118,140,0.0042,0
0.999,89.2216,129,0.0052,0
0.999,89.2495,160,0.009,0
0.999,89.56,147,0.009,0
0.999,89.6891,97,0.0124,0
0.999,88.5221,161,0.0239,0
0.999,90.3213,150,0.0255,0
0.9989,88.7795,162,-0.0994,0
0.9989,88.7697,150,-0.0077,0
0.9989,88.8651,125,-0.0067,0
0.9989,88.54,106,-0.0059,0
0.9989,89.9347,149,-0.0035,0
0.9989,89.7042,141,-0.0014,0
0.9989,88.619,136,-0.0009,0
0.9989,89.8477,92,0.0018,0
0.9989,89.4425,140,0.0058,0
0.9989,89.0597,127,0.0099,0
0.9989,89.3947,147,0.012,0
0.9989,88.9698,159,0.0166,0
0.9989,89.9341,147,0.0342,0
0.9988,89.9591,129,-0.0109,0
0.9988,90.2944,96,-0.0066,0
0.9988,89.2927,164,-0.0065,0
0.9988,89.4752,102,-0.002,0
0.9988,89.4571,119,-0.0005,0
0.9988,88.424,120,0.0031,0
0.9988,88.8489,150,0.0072,0
0.9988,88.3653,83,0.0102,0
0.9988,88.5749,134,0.0109,0
0.9988,88.5138,108,0.0111,0
0.9988,89.11,149,0.0122,0
0.9988,89.6775,88,0.0243,0
0.9987,88.455,50,-0.0089,0
0.9987,89.1022,85,-0.0039,0
0.9987,89.4845,151,-0.0034,0
0.9987,88.8744,143,0.0071,0
0.9987,88.6162,125,0.0083,0
0.9987,89.0455,148,0.0137,0
0.9987,89.9356,161,0.0139,0
0.9987,88.4656,154,0.0155,0
0.9987,89.3669,155,0.024,0
0.9986,89.4494,139,0.0011,0
0.9986,89.3849,135,0.0026,0
0.9986,89.186,103,0.0068,0
0.9986,88.6134,151,0.0084,0
0.9986,88.6877,134,0.0139,0
0.9985,89.0908,109,-0.0134,0
0.9985,88.8462,149,-0.0009,0
0.9985,88.8707,148,0.0038,0
0.9985,89.0216,154,0.006,0
0.9985,90.0135,149,0.0071,0
0.9985,89.3544,164,0.0082,0
0.9985,89.3292,109,0.009,0
0.9985,89.109,178,0.0104,0
0.9985,88.6655,147,0.0109,0
0.9985,89.785,146,0.0132,0
0.9985,89.3008,126,0.0237,0
0.9984,89.5542,153,-0.0018,0
0.9984,89.7951,130,-0.0008,0
0.9984,89.5747,145,-0.0005,0
0.9984,87.6928,83,0.0091,0
0.9984,89.229,123,0.0133,0
0.9984,88.9889,162,0.0208,0
0.9983,89.9619,125,-0.0084,0
0.9983,88.8176,106,-0.0027,0
0.9983,88.949,146,-0.0011,0
0.9983,89.1074,112,0.0003,0
0.9983,89.5547,107,0.0005,0
0.9983,89.4652,143,0.0043,0
0.9983,88.5281,136,0.0048,0
0.9983,90.1829,149,0.0067,0
0.9983,89.3122,127,0.0085,0
0.9983,89.2319,89,0.0094,0
0.9983,89.145,107,0.0104,0
0.9982,88.2238,75,0.0024,0
0.9982,88.267,59,0.0066,0
0.9982,89.4675,147,0.0071,0
0.9982,89.6653,82,0.0093,0
0.9982,91.4818,53,0.0121,0
0.9982,89.8459,150,0.0168,0
0.9981,95.5017,154,0.0219,1
0.9981,89.7048,126,-0.0128,0
0.9981,89.5164,93,-0.0017,0
0.9981,89.7289,87,0.0003,0
0.9981,89.3105,133,0.0016,0
0.9981,88.4665,166,0.0057,0
0.9981,90.1772,89,0.0077,0
0.9981,89.2157,145,0.0157,0
0.9981,89.2549,152,0.0173,0
0.9981,89.5882,132,0.0207,0
0.998,89.185,157,-0.0164,0
0.998,88.8873,145,-0.0011,0
0.998,88.9736,61,0.0002,0
0.998,88.9821,145,0.0008,0
0.998,89.8392,141,0.0043,0
0.998,89.4858,151,0.0049,0
0.998,89.0145,136,0.012,0
0.998,89.6798,138,0.0132,0
0.998,89.7077,138,0.0146,0
0.998,90.0694,145,0.0188,0
0.9979,96.7866,122,-0.0786,1
0.9979,89.7242,127,-0.0128,0
0.9979,88.4743,158,-0.0108,0
0.9979,89.013,121,-0.0003,0
0.9978,89.224,129,-0.0144,0
0.9978,89.691,150,0.0003,0
0.9978,88.079,112,0.005,0
0.9978,89.4621,61,0.0131,0
0.9978,89.1005,144,0.0139,0
0.9978,89.8591,140,0.0139,0
0.9977,89.7381,146,-0.0058,0
0.9977,89.5018,89,-0.0036,0
0.9977,88.5481,132,-0.0025,0
0.9977,88.2938,142,0.0006,0
0.9977,88.8815,117,0.0006,0
0.9977,88.0644,103,0.0047,0
0.9977,89.7528,147,0.0054,0
0.9977,89.1657,58,0.0088,0
0.9977,89.5408,115,0.0101,0
0.9977,89.3259,147,0.011,0
0.9976,89.0757,113,-0.0037,0
0.9976,89.1223,124,-0.0009,0
0.9976,88.7283,129,0.0006,0
0.9976,88.8859,144,0.0035,0
0.9976,89.7347,141,0.005,0
0.9976,89.2416,111,0.005,0
0.9976,89.9827,125,0.0136,0
0.9976,89.381,132,0.0206,0
0.9976,89.8671,157,0.0217,0
0.9976,89.3418,162,0.0344,0
0.9975,89.7121,153,-0.1011,0
0.9975,88.9618,157,-0.0065,0
0.9975,90.8232,145,-0.0063,0
0.9975,89.2891,119,-0.0034,0
0.9975,88.4908,134,0.0047,0
0.9975,88.634,150,0.005,0
0.9975,89.7787,126,0.0118,0
0.9975,88.9649,137,0.0142,0
0.9975,90.3002,151,0.0149,0
0.9974,88.9361,95,-0.0048,0
0.9974,88.9294,103,-0.0026,0
0.9974,89.0501,101,0.0028,0
0.9974,88.8905,144,0.0121,0
0.9974,89.9279,132,0.014,0
0.9973,90.1483,130,-0.0042,0
0.9973,89.4009,148,0.0007,0
0.9973,89.8918,103,0.0019,0
0.9973,88.3248,159,0.0095,0
0.9973,89.338,157,0.0103,0
0.9973,89.803,128,0.0112,0
0.9973,89.8394,133,0.0115,0
0.9973,88.9957,135,0.0122,0
0.9973,89.1389,166,0.0169,0
0.9973,89.076,146,0.018,0
0.9972,88.1567,90,-0.01,0
0.9972,89.0934,147,-0.0071,0
0.9972,88.9481,102,0.0007,0
0.9972,89.9832,144,0.004,0
0.9972,88.6514,100,0.0072,0
0.9972,89.2056,115,0.0154,0
0.9972,89.1767,172,0.0199,0
0.9972,89.0643,111,0.0203,0
0.9971,100.8452,161,0.0169,1
0.9971,88.3648,54,-0.0124,0
0.9971,87.8405,83,0.0002,0
0.9971,88.7363,139,0.0017,0
0.9971,90.4189,124,0.0054,0
0.9971,89.9117,162,0.0075,0
0.9971,89.4313,132,0.0082,0
0.9971,89.706,161,0.013,0
0.9971,90.1644,92,0.0148,0
0.9971,89.5097,159,0.0156,0
0.997,89.1513,103,-0.0047,0
0.997,89.2127,127,-0.0044,0
0.997,89.6577,169,0.0092,0
0.997,89.7025,147,0.0152,0
0.9969,88.9578,93,-0.009,0
0.9969,89.5573,112,0.0023,0
0.9969,89.2535,142,0.0063,0
0.9969,88.6202,82,0.0086,0
0.9969,89.203,145,0.0157,0
0.9969,90.0108,87,0.0212,0
0.9968,89.1862,153,-0.0131,0
0.9968,89.4432,150,-0.0081,0
0.9968,89.1169,130,-0.0078,0
0.9968,89.3047,160,-0.0023,0
0.9968,89.2143,77,-0.0018,0
0.9968,89.3435,133,0.0006,0
0.9968,89.21,118,0.0018,0
0.9968,89.2639,140,0.0042,0
0.9968,89.2861,163,0.0053,0
0.9968,89.3614,162,0.0081,0
0.9968,89.8243,148,0.017,0
0.9968,90.1044,153,0.0223,0
0.9967,89.1622,59,-0.0091,0
0.9967,88.4869,139,-0.0056,0
0.9967,89.021,145,-0.0045,0
0.9967,88.8284,56,-0.0042,0
0.9967,88.5579,103,-0.0009,0
0.9967,89.2728,165,0.0244,0
0.9966,89.0121,143,-0.0077,0
0.9966,89.7908,161,-0.0044,0
0.9966,89.3599,149,-0.0011,0
0.9966,89.9047,56,-0.0006,0
0.9966,88.5781,168,0.0005,0
0.9966,90.6897,47,0.0009,0
0.9966,88.8504,54,0.012,0
0.9965,89.4719,166,-0.007,0
0.9965,90.0825,120,-0.0036,0
0.9965,89.8652,160,0.0034,0
0.9965,89.3041,152,0.0044,0
0.9965,90.4498,103,0.0071,0
0.9965,89.7229,150,0.0133,0
0.9964,89.2114,134,-0.0066,0
0.9964,88.9773,132,-0.0051,0
0.9964,88.9771,138,-0.0036,0
0.9964,89.7358,159,-0.0033,0
0.9964,89.5515,148,0.0019,0
0.9964,88.7606,163,0.0104,0
0.9964,88.7712,99,0.0178,0
0.9963,93.4421,106,0.0004,1
0.9963,98.1266,148,0.003,1
0.9963,89.1338,103,-0.012,0
0.9963,89.7645,156,-0.0051,0
0.9963,89.1715,49,0.0049,0
0.9963,89.5118,132,0.0102,0
0.9963,88.3869,147,0.0202,0
0.9962,88.5554,84,0.0023,0
0.9962,89.5244,169,0.0074,0
0.9962,89.5279,121,0.008,0
0.9962,89.5489,148,0.0081,0
0.9962,88.1044,124,0.0085,0
0.9962,90.3528,87,0.0136,0
0.9961,101.7779,93,-0.0226,1
0.9961,89.7802,148,0.0001,0
0.9961,90.2628,90,0.0001,0
0.9961,88.6566,99,0.003,0
0.9961,88.6965,96,0.0117,0
0.9961,89.6003,131,0.0151,0
0.996,89.1577,164,0.0023,0
0.996,90.2812,55,0.0049,0
0.996,89.2574,122,0.0093,0
0.996,89.1329,153,0.0123,0
0.996,89.8107,120,0.0135,0
0.9959,88.9303,143,-0.0063,0
0.9959,89.7088,120,0.0039,0
0.9959,89.3132,147,0.0044,0
0.9959,89.635,146,0.0067,0
0.9959,88.9985,149,0.0082,0
0.9959,89.212,140,0.0098,0
0.9959,89.044,139,0.0181,0
0.9958,90.3188,110,-0.0103,0
0.9958,90.0429,136,-0.0055,0
0.9958,89.0251,120,0.0002,0
0.9958,89.8749,148,0.0064,0
0.9958,89.9729,146,0.0075,0
0.9958,89.0451,145,0.0079,0
0.9958,88.5657,123,0.0083,0
0.9958,89.8177,83,0.0142,0
0.9957,88.8673,85,-0.0209,0
0.9957,88.8207,154,-0.0075,0
0.9957,89.7427,133,-0.0016,0
0.9957,89.0422,153,0.0007,0
0.9957,89.8288,154,0.0054,0
0.9956,101.1941,168,0.009,1
0.9956,89.314,125,-0.0056,0
0.9956,88.5197,81,-0.0019,0
0.9956,89.5038,87,0.0039,0
0.9956,88.846,141,0.0041,0
0.9956,89.5443,132,0.0085,0
0.9956,88.9595,104,0.0257,0
0.9955,89.4631,158,-0.1972,0
0.9955,89.8522,145,-0.0108,0
0.9955,89.085,148,-0.0083,0
0.9955,88.864,155,-0.0044,0
0.9955,90.1232,159,-0.0015,0
0.9955,89.4619,138,0.0033,0
0.9955,88.8692,86,0.0039,0
0.9955,88.3544,147,0.0056,0
0.9955,89.0138,148,0.0086,0
0.9955,89.6885,90,0.0139,0
0.9955,89.1051,167,0.0484,0
0.9954,89.2878,154,-0.0071,0
0.9954,89.3362,151,-0.0009,0
0.9954,88.508,148,-0.0004,0
0.9954,89.4764,147,0.0013,0
0.9954,89.0667,165,0.0072,0
0.9954,89.3857,145,0.0104,0
0.9954,88.4617,115,0.015,0
0.9953,88.8762,50,-0.0212,0
0.9953,89.0895,120,-0.0126,0
0.9953,89.1656,114,-0.0084,0
0.9953,90.5384,108,0.0031,0
0.9953,88.9047,159,0.0039,0
0.9953,88.7905,129,0.007,0
0.9953,89.0158,123,0.0085,0
0.9953,88.8566,129,0.0099,0
0.9953,89.2109,162,0.0103,0
0.9953,89.5236,156,0.0149,0
0.9952,89.4654,146,-0.1815,0
0.9952,89.2032,153,-0.1158,0
0.9952,89.2784,157,0.002,0
0.9952,89.1153,135,0.0023,0
0.9952,89.7024,160,0.0047,0
0.9952,89.8937,101,0.0069,0
0.9952,89.7663,144,0.0081,0
0.9952,89.9645,100,0.0152,0
0.9952,88.9009,164,0.0175,0
0.9952,88.893,124,0.0266,0
0.9951,103.1725,97,0.0169,1
0.9951,88.72,160,-0.0103,0
0.9951,89.5667,153,0.0032,0
0.9951,89.2635,132,0.0081,0
0.9951,89.9812,150,0.0135,0
0.9951,90.1059,95,0.025,0
0.995,94.0466,149,-0.0028,1
0.995,89.3227,152,0.0048,0
0.995,89.57,166,0.0057,0
0.995,89.2076,138,0.0098,0
0.995,89.9528,121,0.0126,0
0.995,89.6958,86,0.0135,0
0.9949,98.5794,119,0.0077,1
0.9949,90.2409,64,-0.0115,0
0.9949,89.5711,131,-0.0041,0
0.9949,89.6561,161,-0.0001,0
0.9949,89.7899,143,0.0002,0
0.9949,88.8759,129,0.0005,0
0.9949,89.0405,145,0.0038,0
0.9949,89.4898,134,0.0048,0
0.9949,89.1509,161,0.005,0
0.9949,88.3939,128,0.0083,0
0.9949,89.915,129,0.0126,0
0.9948,89.2554,153,-0.0104,0
0.9948,88.5828,64,-0.0095,0
0.9948,89.644,130,-0.0072,0
0.9948,89.178,148,-0.0063,0
0.9948,88.8845,129,0.0008,0
0.9947,89.3212,161,-0.0005,0
0.9947,88.8678,174,0.0073,0
0.9947,89.6257,179,0.0096,0
0.9947,89.7409,168,0.0188,0
0.9946,93.153,149,0.0342,1
0.9946,89.3455,104,-0.0062,0
0.9946,90.3805,158,0.0078,0
0.9946,89.7384,86,0.0141,0
0.9946,89.2364,153,0.0164,0
0.9946,88.846,148,0.0181,0
0.9945,89.6653,161,-0.0031,0
0.9945,88.881,128,0,0
0.9945,89.5634,143,0.0017,0
0.9945,89.0298,100,0.0048,0
0.9945,89.5976,146,0.0108,0
0.9945,88.9406,144,0.0126,0
0.9945,89.2594,97,0.0173,0
0.9944,89.5394,90,-0.0241,0
0.9944,89.2426,141,0.0026,0
0.9944,88.9745,165,0.0073,0
0.9944,89.096,172,0.0074,0
0.9944,89.4665,161,0.0077,0
0.9944,89.2889,90,0.0133,0
0.9944,88.8383,85,0.0181,0
0.9943,90.4873,53,-0.0023,0
0.9943,89.2702,135,-0.0016,0
0.9943,89.5933,158,0.0016,0
0.9943,88.408,157,0.017,0
0.9943,89.1048,156,0.0224,0
0.9942,89.186,164,-0.0047,0
0.9942,89.9215,100,0.0073,0
0.9942,89.1997,150,0.0076,0
0.9942,88.9138,107,0.0078,0
0.9942,89.0014,142,0.0108,0
0.9941,89.1293,151,-0.0043,0
0.9941,89.949,166,0.0059,0
0.9941,89.3585,138,0.0065,0
0.9941,89.3492,162,0.0083,0
0.9941,88.9991,131,0.009,0
0.9941,90.8106,133,0.0111,0
0.9941,88.7349,153,0.0176,0
0.9941,89.8835,152,0.0187,0
0.994,99.0476,138,0.0081,1
0.994,88.4566,144,-0.0113,0
0.994,89.8085,82,-0.0079,0
0.994,89.5012,138,-0.0036,0
0.994,90.2299,135,0.001,0
0.994,90.0248,91,0.0022,0
0.994,88.4837,119,0.0033,0
0.994,89.8236,104,0.0073,0
0.994,89.5348,161,0.0098,0
0.994,88.971,145,0.0155,0
0.994,89.0864,140,0.0163,0
0.994,89.0836,162,0.0241,0
0.9939,88.485,88,-0.0049,0
0.9939,89.4572,143,-0.0033,0
0.9939,89.0149,125,-0.0005,0
0.9939,89.256,148,-0.0001,0
0.9939,89.158,147,0.006,0
0.9939,88.3188,158,0.0076,0
0.9939,89.1083,125,0.0085,0
0.9939,88.5763,128,0.014,0
0.9939,89.5544,142,0.0143,0
0.9938,89.1713,156,-0.0392,0
0.9938,90.8234,159,-0.0067,0
0.9938,89.1343,98,0.0092,0
0.9938,89.4398,138,0.01,0
0.9938,89.5536,122,0.0162,0
0.9937,95.6782,117,-0.0071,1
0.9937,89.8046,116,-0.0163,0
0.9937,88.3601,143,-0.0086,0
0.9937,89.3994,131,-0.001,0
0.9937,89.2489,103,0.0027,0
0.9937,89.0842,131,0.0044,0
0.9937,90.2609,96,0.0054,0
0.9937,89.8843,95,0.0153,0
0.9937,89.3174,185,0.0171,0
0.9936,89.9482,65,-0.0159,0
0.9936,89.282,142,-0.0068,0
0.9936,88.9616,92,-0.0057,0
0.9936,88.2715,139,0.0023,0
0.9936,89.7539,146,0.0035,0
0.9936,89.7485,160,0.0044,0
0.9936,88.9406,145,0.0058,0
0.9936,89.5919,76,0.0068,0
0.9936,88.848,165,0.0087,0
0.9936,90.3577,151,0.0172,0
0.9935,89.5029,136,0.0035,0
0.9935,89.8522,51,0.0092,0
