Timestamp,X,Y,Speed,Heading,AgentCount,Density,Acc,LevelOfCrowdness,Label,
0:44:43,0.2635,19.1153,0.5634,89.8762,348,3.48,0.0117,3,0,normal
0:44:44,0.2583,19.1069,0.5647,88.6917,347,3.47,0.0191,3,0,normal
0:44:45,0.2648,19.109,0.5572,88.2372,343,3.43,0.0147,3,0,normal
0:44:46,0.2688,19.2169,0.5678,88.6292,344,3.44,0.0226,3,0,normal
0:44:47,0.2656,19.0409,0.5808,89.082,343,3.43,0.0397,3,0,normal
0:44:48,0.2643,19.0111,0.5819,89.22,343,3.43,0.0265,3,0,normal
0:44:49,0.2543,19.0302,0.5793,88.3237,341,3.41,0.0225,3,0,normal
0:44:50,0.2679,19.1251,0.5752,88.2539,343,3.43,0.0148,3,0,normal
0:44:51,0.2584,19.1986,0.5925,89.0871,344,3.44,0.0333,3,0,normal
0:44:52,0.2589,19.3294,0.5823,89.1102,345,3.45,0.0056,3,0,normal
0:44:53,0.2591,19.3918,0.5644,88.6493,346,3.46,-0.0024,3,0,normal
0:44:54,0.2691,19.5,0.5612,88.2677,347,3.47,0.0113,3,0,normal
0:44:55,0.267,19.5179,0.5529,88.9736,349,3.49,0.0095,3,0,normal
0:44:56,0.2555,19.522,0.5691,89.1961,345,3.45,0.0392,3,0,normal
0:44:57,0.2641,19.5098,0.5827,88.8759,347,3.47,0.0337,3,0,normal
0:44:58,0.2795,19.5592,0.5832,88.5627,349,3.49,0.0181,3,0,normal
0:44:59,0.275,19.6264,0.5981,89.0639,346,3.46,0.0329,3,0,normal
0:45:00,0.2791,19.6551,0.6067,89.1126,345,3.45,0.029,3,0,normal
0:45:01,0.2705,19.7356,0.609,89.7387,342,3.42,0.0153,3,0,normal
0:45:02,0.2782,19.6915,0.5912,88.5823,341,3.41,0.0059,3,0,normal
0:45:03,0.2651,19.6851,0.5942,88.7046,343,3.43,0.0175,3,0,normal
0:45:04,0.2636,19.752,0.599,89.1106,342,3.42,0.0232,3,0,normal
0:45:05,0.2588,19.6643,0.6194,88.8442,341,3.41,0.04,3,0,normal
0:45:06,0.2595,19.7076,0.6003,88.5301,339,3.39,-0.0008,3,0,normal
0:45:07,0.2682,19.687,0.5828,87.6812,339,3.39,0.0012,3,0,normal
0:45:08,0.2743,19.6978,0.5923,87.9332,342,3.42,0.025,3,0,normal
0:45:09,0.2734,19.6468,0.612,88.5131,346,3.46,0.0355,3,0,normal
0:45:10,0.2642,19.6378,0.6122,88.6358,342,3.42,0.0201,3,0,normal
0:45:11,0.2705,19.6853,0.6211,89.5437,338,3.38,0.0264,3,0,normal
0:45:12,0.2644,19.5802,0.6093,89.4009,335,3.35,0.0154,3,0,normal
0:45:13,0.2737,19.5553,0.5975,89.0616,335,3.35,0.0122,3,0,normal
0:45:14,0.2697,19.5641,0.6124,88.4557,334,3.34,0.0297,3,0,normal
0:45:15,0.2766,19.659,0.607,88.7498,332,3.32,-0.326,3,0,normal
0:45:16,0.2702,19.6208,0.5888,88.6751,332,3.32,-0.0134,3,0,normal
0:45:17,0.2783,19.6502,0.6027,89.0991,334,3.34,0.0184,3,0,normal
0:45:18,0.2713,19.5852,0.6115,89.4201,329,3.29,0.0155,3,0,normal
0:45:19,0.2793,19.5807,0.6056,88.7776,326,3.26,-0.0014,3,0,normal
0:45:20,0.2764,19.6404,0.6122,88.2673,325,3.25,0.0102,3,0,normal
0:45:21,0.2832,19.6167,0.6133,88.2684,327,3.27,-0.005,3,0,normal
0:45:22,0.2872,19.6148,0.6091,89.2565,326,3.26,0.0025,3,0,normal
0:45:23,0.2629,19.482,0.6084,89.3273,323,3.23,0.0091,3,0,normal
0:45:24,0.2524,19.567,0.6145,89.0343,323,3.23,0.0128,3,0,normal
0:45:25,0.251,19.4323,0.6057,88.7137,320,3.2,0.1062,3,0,normal
0:45:26,0.2754,19.5909,0.6052,88.7687,322,3.22,0.011,3,0,normal
0:45:27,0.2728,19.7156,0.6049,89.3211,325,3.25,0.0129,3,0,normal
0:45:28,0.2705,19.7517,0.6198,88.5738,327,3.27,0.0242,3,0,normal
0:45:29,0.2757,19.7395,0.6075,88.8765,331,3.31,0.0061,3,0,normal
0:45:30,0.2699,19.8572,0.6003,88.8017,330,3.3,0,3,0,normal
0:45:31,0.2786,19.9501,0.6206,89.0236,328,3.28,0.0275,3,0,normal
0:45:32,0.2826,19.9812,0.6226,88.7612,333,3.33,0.0113,3,0,normal
0:45:33,0.2789,19.8991,0.6105,88.5424,331,3.31,0.0046,3,0,normal
0:45:34,0.2595,19.9912,0.6025,88.9922,331,3.31,0.0017,3,0,normal
